Date,IC1,IC2,IC3
2020-04-09,0.04071373563919193,0.10791282758037159,0.017263408561733484
2020-04-10,0.08667163703669062,0.12605523980334465,0.004687902922945298
2020-04-11,0.07076263659479294,0.10419475191171493,0.029950501428719627
2020-04-12,0.10055509960480753,0.1096201760201781,0.030052519416345402
2020-04-13,0.16174495567051658,0.12815879641297762,0.02818599935276741
2020-04-14,0.10438041429697625,0.10505894524531892,0.05475838092839578
2020-04-15,0.13153755179998264,0.12371186864828435,0.02940210861236496
2020-04-16,0.1193705823277066,0.10763068800510428,-0.0002796929474794471
2020-04-17,0.11326915246250148,0.11135605893521236,0.04768716503583574
2020-04-18,0.12667278249882966,0.10718342213129035,0.06736621157481856
2020-04-19,0.13588751559915654,0.10146685782380348,0.039326650743063005
2020-04-20,0.16866861990072812,0.1046163410129699,0.061451201155431685
